timestamp,latitude,longitude,altitude_m,wind_speed_ms,wind_speed_kmh,wind_speed_knots,wind_direction_deg,wind_direction_cardinal,ground_speed_ms,ground_direction_deg,airspeed_ms,air_direction_deg,confidence
2025-07-18T17:03:54.230384Z,19.0209185,72.9990234,175.3,0.24,0.87,0.47,305.2,NW,29.74,119.0,29.50,119.0,high
2025-07-18T17:03:54.231051Z,19.0209185,72.9990234,175.3,0.24,0.87,0.47,305.2,NW,29.74,119.0,29.50,119.0,averaged
2025-07-18T17:03:54.485184Z,19.0208853,72.9990864,175.2,0.24,0.87,0.47,305.5,NW,29.74,119.1,29.50,119.0,high
2025-07-18T17:03:54.731172Z,19.0208525,72.9991488,175.2,0.24,0.87,0.47,306.2,NW,29.73,119.1,29.49,119.0,high
2025-07-18T17:03:54.983844Z,19.0208200,72.9992106,175.1,0.25,0.89,0.48,306.0,NW,29.74,119.1,29.49,119.1,high
2025-07-18T17:03:55.233050Z,19.0207861,72.9992749,175.1,0.25,0.89,0.48,306.3,NW,29.74,119.1,29.50,119.1,high
2025-07-18T17:03:55.484987Z,19.0207542,72.9993353,175.1,0.25,0.89,0.48,308.2,NW,29.74,119.2,29.49,119.1,high
2025-07-18T17:03:55.737079Z,19.0207215,72.9993971,175.0,0.25,0.89,0.48,307.3,NW,29.74,119.2,29.50,119.1,high
2025-07-18T17:03:55.986218Z,19.0206893,72.9994581,175.0,0.24,0.87,0.47,307.9,NW,29.73,119.2,29.49,119.1,high
2025-07-18T17:03:56.240372Z,19.0206573,72.9995187,175.0,0.25,0.89,0.48,309.2,NW,29.74,119.2,29.49,119.1,high
2025-07-18T17:03:56.476398Z,19.0206256,72.9995788,174.9,0.25,0.89,0.48,308.8,NW,29.74,119.2,29.49,119.1,high
2025-07-18T17:03:56.723506Z,19.0205932,72.9996400,174.9,0.25,0.89,0.48,308.6,NW,29.74,119.2,29.49,119.1,high
2025-07-18T17:03:56.973723Z,19.0205612,72.9997006,174.8,0.24,0.88,0.47,308.3,NW,29.74,119.2,29.49,119.1,high
2025-07-18T17:03:57.223492Z,19.0205295,72.9997607,174.8,0.25,0.89,0.48,305.8,NW,29.74,119.2,29.50,119.1,high
2025-07-18T17:03:57.487181Z,19.0204938,72.9998282,174.7,0.25,0.90,0.48,306.7,NW,29.75,119.2,29.50,119.1,high
2025-07-18T17:03:57.737301Z,19.0204619,72.9998887,174.7,0.25,0.89,0.48,306.0,NW,29.75,119.2,29.50,119.1,high
2025-07-18T17:03:57.973770Z,19.0204302,72.9999485,174.7,0.24,0.88,0.48,305.9,NW,29.75,119.2,29.51,119.1,high
2025-07-18T17:03:58.206802Z,19.0203992,73.0000075,174.6,0.25,0.90,0.48,306.2,NW,29.75,119.2,29.50,119.1,high
2025-07-18T17:03:58.469769Z,19.0203640,73.0000740,174.6,0.25,0.89,0.48,307.1,NW,29.75,119.2,29.50,119.1,high
2025-07-18T17:03:58.723343Z,19.0203325,73.0001338,174.5,0.25,0.90,0.49,307.4,NW,29.75,119.2,29.50,119.1,high
2025-07-18T17:03:58.991118Z,19.0202977,73.0001994,174.5,0.25,0.89,0.48,308.7,NW,29.74,119.2,29.50,119.1,high
2025-07-18T17:03:59.241258Z,19.0202648,73.0002619,174.4,0.25,0.89,0.48,308.7,NW,29.74,119.2,29.50,119.1,high
2025-07-18T17:03:59.478044Z,19.0202344,73.0003195,174.4,0.24,0.86,0.47,306.6,NW,29.74,119.2,29.50,119.1,high
2025-07-18T17:03:59.724749Z,19.0202022,73.0003802,174.4,0.25,0.90,0.49,306.9,NW,29.75,119.2,29.50,119.1,high
2025-07-18T17:03:59.961648Z,19.0201703,73.0004407,174.3,0.24,0.87,0.47,305.9,NW,29.74,119.2,29.49,119.1,high
2025-07-18T17:04:00.231948Z,19.0201366,73.0005044,174.3,0.24,0.88,0.47,305.8,NW,29.74,119.2,29.49,119.1,high
2025-07-18T17:04:00.865215Z,19.0200532,73.0006624,174.2,0.25,0.88,0.48,305.6,NW,29.74,119.2,29.49,119.1,high
2025-07-18T17:04:01.364982Z,19.0199879,73.0007861,174.1,0.25,0.89,0.48,306.7,NW,29.74,119.2,29.49,119.1,high
2025-07-18T17:04:01.863148Z,19.0199235,73.0009081,174.0,0.24,0.87,0.47,307.2,NW,29.74,119.2,29.50,119.1,high
2025-07-18T17:04:02.359425Z,19.0198587,73.0010309,173.9,0.25,0.88,0.48,305.5,NW,29.74,119.2,29.50,119.1,high
2025-07-18T17:04:02.879085Z,19.0197792,73.0011519,175.9,0.25,0.89,0.48,305.5,NW,29.74,119.2,29.50,119.1,high
2025-07-18T17:04:03.359181Z,19.0197145,73.0012747,175.8,0.26,0.92,0.50,306.3,NW,29.74,119.2,29.49,119.1,high
2025-07-18T17:04:03.876624Z,19.0196495,73.0013975,175.7,0.25,0.91,0.49,314.9,NW,29.74,119.2,29.49,119.1,high
2025-07-18T17:04:04.360807Z,19.0195857,73.0015190,175.6,0.27,0.97,0.52,323.7,NW,29.73,119.1,29.49,118.9,high
2025-07-18T17:04:04.856891Z,19.0195212,73.0016426,175.5,0.26,0.93,0.50,322.2,NW,29.73,119.0,29.50,118.8,high
2025-07-18T17:04:05.354116Z,19.0194570,73.0017666,175.4,0.26,0.93,0.50,319.8,NW,29.74,118.8,29.50,118.6,high
2025-07-18T17:04:05.868364Z,19.0193920,73.0018929,175.4,0.26,0.93,0.50,319.4,NW,29.74,118.6,29.50,118.5,high
2025-07-18T17:04:06.378186Z,19.0193278,73.0020182,175.3,0.25,0.90,0.49,314.7,NW,29.74,118.5,29.50,118.4,high
2025-07-18T17:04:06.858632Z,19.0192664,73.0021381,175.2,0.24,0.87,0.47,309.6,NW,29.75,118.4,29.51,118.3,high
2025-07-18T17:04:07.372606Z,19.0192007,73.0022664,175.1,0.25,0.91,0.49,304.5,NW,29.76,118.4,29.50,118.4,high
2025-07-18T17:04:07.854900Z,19.0191382,73.0023880,175.0,0.24,0.86,0.46,301.3,WNW,29.75,118.5,29.51,118.4,high
2025-07-18T17:04:08.374696Z,19.0190724,73.0025158,175.0,0.25,0.88,0.48,297.4,WNW,29.76,118.5,29.51,118.6,high
2025-07-18T17:04:08.856513Z,19.0190099,73.0026364,174.9,0.24,0.88,0.47,297.9,WNW,29.76,118.7,29.51,118.7,high
2025-07-18T17:04:09.467632Z,19.0189324,73.0027853,174.8,0.24,0.86,0.47,294.9,WNW,29.75,118.8,29.51,118.8,high
2025-07-18T17:04:09.718034Z,19.0188988,73.0028497,174.7,0.25,0.89,0.48,302.9,WNW,29.76,118.9,29.52,118.9,high
2025-07-18T17:04:09.968903Z,19.0188655,73.0029134,174.7,0.25,0.88,0.48,302.1,WNW,29.77,118.9,29.52,118.9,high
2025-07-18T17:04:10.200710Z,19.0188354,73.0029706,174.6,0.24,0.87,0.47,302.3,WNW,29.77,119.0,29.52,118.9,high
2025-07-18T17:04:10.481744Z,19.0188016,73.0030352,174.6,0.24,0.87,0.47,302.8,WNW,29.77,119.0,29.53,119.0,high
2025-07-18T17:04:10.706847Z,19.0187706,73.0030943,174.6,0.24,0.87,0.47,304.4,NW,29.77,119.1,29.53,119.0,high
2025-07-18T17:04:10.963241Z,19.0187363,73.0031594,174.5,0.24,0.88,0.47,304.7,NW,29.76,119.1,29.52,119.0,high
2025-07-18T17:04:11.231282Z,19.0187033,73.0032221,174.5,0.24,0.88,0.47,305.6,NW,29.76,119.1,29.52,119.1,high
2025-07-18T17:04:11.479773Z,19.0186712,73.0032830,174.4,0.24,0.88,0.48,306.9,NW,29.76,119.1,29.51,119.1,high
2025-07-18T17:04:11.714776Z,19.0186401,73.0033419,174.4,0.24,0.87,0.47,306.4,NW,29.75,119.2,29.51,119.1,high
2025-07-18T17:04:11.988731Z,19.0186055,73.0034074,174.4,0.25,0.89,0.48,306.9,NW,29.75,119.2,29.51,119.1,high
2025-07-18T17:04:12.217908Z,19.0185738,73.0034673,174.3,0.24,0.87,0.47,307.6,NW,29.74,119.2,29.51,119.1,high
