timestamp,latitude,longitude,altitude_m,wind_speed_ms,wind_speed_kmh,wind_speed_knots,wind_direction_deg,wind_direction_cardinal,ground_speed_ms,ground_direction_deg,airspeed_ms,air_direction_deg,confidence
2025-07-18T16:44:40.453647Z,19.5949486,72.9773814,1293.0,2.62,9.43,5.09,193.0,SSW,43.14,10.2,40.53,10.0,high
2025-07-18T16:44:40.454441Z,19.5949486,72.9773814,1293.0,2.62,9.43,5.09,193.0,SSW,43.14,10.2,40.53,10.0,averaged
2025-07-18T16:44:40.685956Z,19.5950406,72.9773991,1293.3,2.62,9.43,5.09,192.8,SSW,43.15,10.2,40.54,10.0,high
2025-07-18T16:44:40.938815Z,19.5951348,72.9774170,1293.6,2.62,9.42,5.09,192.4,SSW,43.16,10.2,40.54,10.0,high
2025-07-18T16:44:41.199528Z,19.5952326,72.9774355,1293.9,2.62,9.43,5.09,192.4,SSW,43.17,10.2,40.55,10.0,high
2025-07-18T16:44:41.444094Z,19.5953263,72.9774532,1294.2,2.62,9.42,5.08,192.6,SSW,43.16,10.1,40.55,10.0,high
2025-07-18T16:44:41.701458Z,19.5954276,72.9774724,1294.6,2.62,9.44,5.10,192.7,SSW,43.16,10.1,40.54,9.9,high
2025-07-18T16:44:41.940663Z,19.5955200,72.9774899,1294.9,2.62,9.43,5.09,192.7,SSW,43.16,10.1,40.54,9.9,high
2025-07-18T16:44:42.197339Z,19.5956127,72.9775073,1295.2,2.62,9.41,5.08,192.7,SSW,43.14,10.1,40.53,9.9,high
2025-07-18T16:44:42.456516Z,19.5957133,72.9775262,1295.5,2.62,9.44,5.10,192.5,SSW,43.14,10.0,40.52,9.9,high
2025-07-18T16:44:42.693943Z,19.5958038,72.9775432,1295.8,2.62,9.43,5.09,192.2,SSW,43.14,10.0,40.52,9.9,high
2025-07-18T16:44:42.938989Z,19.5959046,72.9775619,1296.1,2.62,9.42,5.09,191.8,SSW,43.13,10.0,40.52,9.9,high
2025-07-18T16:44:43.192956Z,19.5959951,72.9775789,1296.4,2.62,9.42,5.09,191.8,SSW,43.14,10.0,40.53,9.9,high
2025-07-18T16:44:43.445486Z,19.5960891,72.9775964,1296.7,2.62,9.45,5.10,191.9,SSW,43.14,10.0,40.52,9.8,high
2025-07-18T16:44:43.715828Z,19.5961911,72.9776153,1297.1,2.62,9.45,5.10,192.1,SSW,43.14,9.9,40.52,9.8,high
2025-07-18T16:44:43.958285Z,19.5962837,72.9776327,1297.4,2.62,9.43,5.09,192.2,SSW,43.14,9.9,40.52,9.8,high
2025-07-18T16:44:44.196800Z,19.5963763,72.9776499,1297.7,2.63,9.46,5.11,192.1,SSW,43.14,9.9,40.52,9.8,high
2025-07-18T16:44:44.443246Z,19.5964776,72.9776686,1298.0,2.62,9.45,5.10,191.9,SSW,43.13,9.9,40.51,9.8,high
2025-07-18T16:44:44.702524Z,19.5965688,72.9776854,1298.3,2.62,9.44,5.10,191.9,SSW,43.12,9.9,40.50,9.8,high
2025-07-18T16:44:44.922389Z,19.5966619,72.9777027,1298.6,2.62,9.43,5.09,191.9,SSW,43.12,9.9,40.50,9.8,high
2025-07-18T16:44:45.231864Z,19.5967627,72.9777213,1298.9,2.63,9.47,5.11,192.0,SSW,43.14,9.9,40.51,9.7,high
2025-07-18T16:44:45.439161Z,19.5968530,72.9777380,1299.2,2.63,9.46,5.11,191.9,SSW,43.14,9.9,40.51,9.7,high
2025-07-18T16:44:45.702481Z,19.5969546,72.9777568,1299.5,2.63,9.48,5.12,192.1,SSW,43.15,9.9,40.52,9.7,high
2025-07-18T16:44:46.190427Z,19.5970491,72.9777742,1299.8,2.63,9.46,5.11,192.0,SSW,43.15,9.8,40.52,9.7,high
2025-07-18T16:44:46.448654Z,19.5972346,72.9778084,1300.4,2.62,9.45,5.10,192.1,SSW,43.15,9.8,40.52,9.7,high
2025-07-18T16:44:46.715834Z,19.5973360,72.9778271,1300.8,2.62,9.45,5.10,192.1,SSW,43.13,9.8,40.51,9.7,high
2025-07-18T16:44:46.944158Z,19.5974267,72.9778438,1301.1,2.63,9.48,5.12,192.1,SSW,43.13,9.8,40.50,9.7,high
2025-07-18T16:44:47.207026Z,19.5975274,72.9778623,1301.4,2.63,9.47,5.11,191.9,SSW,43.13,9.8,40.50,9.7,high
2025-07-18T16:44:47.441299Z,19.5976186,72.9778791,1301.7,2.63,9.45,5.10,191.9,SSW,43.13,9.8,40.51,9.7,high
2025-07-18T16:44:47.690361Z,19.5977122,72.9778963,1302.0,2.63,9.47,5.12,191.8,SSW,43.13,9.8,40.50,9.7,high
2025-07-18T16:44:47.962772Z,19.5978127,72.9779147,1302.3,2.64,9.49,5.12,192.0,SSW,43.13,9.8,40.50,9.7,high
2025-07-18T16:44:48.192423Z,19.5979036,72.9779315,1302.6,2.64,9.50,5.13,192.0,SSW,43.14,9.8,40.51,9.7,high
2025-07-18T16:44:48.458810Z,19.5980038,72.9779499,1303.0,2.64,9.49,5.13,192.0,SSW,43.14,9.8,40.51,9.7,high
2025-07-18T16:44:48.762734Z,19.5980947,72.9779666,1303.3,2.63,9.48,5.12,192.1,SSW,43.14,9.8,40.51,9.7,high
2025-07-18T16:44:49.017160Z,19.5981962,72.9779853,1303.6,2.64,9.50,5.13,192.2,SSW,43.14,9.8,40.51,9.7,high
2025-07-18T16:44:49.244401Z,19.5982888,72.9780023,1303.9,2.64,9.50,5.13,192.1,SSW,43.13,9.8,40.50,9.7,high
2025-07-18T16:44:49.472670Z,19.5983809,72.9780191,1304.2,2.64,9.50,5.13,191.7,SSW,43.13,9.8,40.49,9.7,high
2025-07-18T16:44:49.692649Z,19.5984759,72.9780366,1304.5,2.64,9.51,5.13,191.9,SSW,43.14,9.8,40.50,9.7,high
2025-07-18T16:44:49.949392Z,19.5985714,72.9780543,1304.8,2.63,9.48,5.12,192.0,SSW,43.14,9.8,40.51,9.7,high
2025-07-18T16:44:50.192999Z,19.5986671,72.9780719,1305.1,2.64,9.51,5.14,192.2,SSW,43.15,9.8,40.51,9.7,high
2025-07-18T16:44:50.438618Z,19.5987622,72.9780894,1305.4,2.65,9.53,5.15,192.5,SSW,43.16,9.8,40.52,9.7,high
2025-07-18T16:44:50.793810Z,19.5988574,72.9781069,1305.7,2.64,9.50,5.13,192.4,SSW,43.15,9.8,40.52,9.7,high
2025-07-18T16:44:51.198258Z,19.5990520,72.9781426,1306.4,2.64,9.50,5.13,192.4,SSW,43.14,9.8,40.51,9.7,high
2025-07-18T16:44:51.432185Z,19.5991447,72.9781596,1306.7,2.64,9.50,5.13,192.2,SSW,43.15,9.8,40.51,9.7,high
2025-07-18T16:44:51.689361Z,19.5992399,72.9781771,1307.0,2.64,9.50,5.13,191.6,SSW,43.15,9.8,40.51,9.7,high
2025-07-18T16:44:51.954892Z,19.5993425,72.9781960,1307.3,2.65,9.53,5.15,191.5,SSW,43.16,9.8,40.51,9.7,high
2025-07-18T16:44:52.210919Z,19.5994347,72.9782130,1307.6,2.65,9.53,5.14,192.0,SSW,43.15,9.8,40.51,9.7,high
2025-07-18T16:44:52.445729Z,19.5995272,72.9782300,1307.9,2.65,9.53,5.14,192.4,SSW,43.15,9.8,40.51,9.7,high
2025-07-18T16:44:52.693893Z,19.5996217,72.9782472,1308.2,2.65,9.53,5.15,192.6,SSW,43.15,9.8,40.51,9.7,high
2025-07-18T16:44:53.062375Z,19.5997205,72.9782654,1308.5,2.64,9.52,5.14,192.6,SSW,43.15,9.8,40.51,9.7,high
2025-07-18T16:44:53.389471Z,19.5998128,72.9782824,1308.8,2.65,9.54,5.15,192.2,SSW,43.16,9.8,40.52,9.7,high
2025-07-18T16:44:53.727864Z,19.6000084,72.9783185,1309.4,2.65,9.54,5.15,192.4,SSW,43.17,9.8,40.53,9.7,high
2025-07-18T16:44:53.976740Z,19.6001372,72.9783341,1311.0,2.66,9.57,5.16,192.4,SSW,43.18,9.8,40.53,9.7,high
2025-07-18T16:44:54.219968Z,19.6002346,72.9783520,1311.3,2.65,9.55,5.16,192.4,SSW,43.18,9.8,40.53,9.7,high
2025-07-18T16:44:54.496897Z,19.6003270,72.9783690,1311.6,2.65,9.55,5.15,191.8,SSW,43.17,9.8,40.52,9.7,high
