timestamp,source,sequence,latitude,longitude,altitude_from_sealevel,relative_altitude,voltage,remaining_percent,angular_velocity_forward_rad_s,angular_velocity_right_rad_s,angular_velocity_down_rad_s,linear_acceleration_forward_m_s2,linear_acceleration_right_m_s2,linear_acceleration_down_m_s2,magnetic_field_forward_gauss,magnetic_field_right_gauss,magnetic_field_down_gauss,temperature_degc,roll_deg,pitch_deg,yaw_deg,timestamp_us,north_m_s,east_m_s,down_m_s,system_time,unix_time
2025-07-02T12:04:00.192Z,system_time,1,,,,,,,,,,,,,,,,,,,,,,,,2025-07-02T12:04:00.192Z,1751438040.19203
2025-07-02T12:04:00.243Z,system_time,2,,,,,,,,,,,,,,,,,,,,,,,,2025-07-02T12:04:00.243Z,1751438040.243283
2025-07-02T12:04:00.293Z,system_time,3,,,,,,,,,,,,,,,,,,,,,,,,2025-07-02T12:04:00.293Z,1751438040.293562
2025-07-02T12:04:00.343Z,system_time,4,,,,,,,,,,,,,,,,,,,,,,,,2025-07-02T12:04:00.343Z,1751438040.343864
2025-07-02T12:04:00.357Z,attitude,5,,,,,,,,,,,,,,,,,-1.2905328273773193,-1.4076718091964722,148.9107208251953,682975000,,,,,
2025-07-02T12:04:00.357Z,global_position_int,6,-37.6545239,144.8356353,131.1300048828125,0.0,,,,,,,,,,,,,-1.2905328273773193,-1.4076718091964722,148.9107208251953,682975000,,,,,
2025-07-02T12:04:00.357Z,velocity,7,,,,,,,,,,,,,,,,,-1.2905328273773193,-1.4076718091964722,148.9107208251953,682975000,0.0,0.0,0.0,,
2025-07-02T12:04:00.358Z,battery_status,8,,,,,42.8120002746582,100.0,,,,,,,,,,,-1.2905328273773193,-1.4076718091964722,148.9107208251953,682975000,,,,,
2025-07-02T12:04:00.360Z,scaled_imu,9,,,,,,,1.0,1.0,1.0,,,,-174.0,-137.0,-554.0,42.62999725341797,,,,,,,,,
2025-07-02T12:04:00.394Z,system_time,10,,,,,,,1.0,1.0,1.0,,,,-174.0,-137.0,-554.0,42.62999725341797,-1.2905328273773193,-1.4076718091964722,148.9107208251953,682975000,,,,2025-07-02T12:04:00.394Z,1751438040.394205
2025-07-02T12:04:00.409Z,battery_status,11,,,,,42.8120002746582,100.0,1.0,1.0,1.0,,,,-174.0,-137.0,-554.0,42.62999725341797,-1.2905328273773193,-1.4076718091964722,148.9107208251953,682975000,,,,,
2025-07-02T12:04:00.444Z,system_time,12,,,,,,,1.0,1.0,1.0,,,,-174.0,-137.0,-554.0,42.62999725341797,-1.2905328273773193,-1.4076718091964722,148.9107208251953,682975000,,,,2025-07-02T12:04:00.444Z,1751438040.444536
2025-07-02T12:04:00.495Z,system_time,13,,,,,,,1.0,1.0,1.0,,,,-174.0,-137.0,-554.0,42.62999725341797,-1.2905328273773193,-1.4076718091964722,148.9107208251953,682975000,,,,2025-07-02T12:04:00.495Z,1751438040.495215
2025-07-02T12:04:00.545Z,system_time,14,,,,,,,1.0,1.0,1.0,,,,-174.0,-137.0,-554.0,42.62999725341797,-1.2905328273773193,-1.4076718091964722,148.9107208251953,682975000,,,,2025-07-02T12:04:00.545Z,1751438040.545598
2025-07-02T12:04:00.596Z,system_time,15,,,,,,,1.0,1.0,1.0,,,,-174.0,-137.0,-554.0,42.62999725341797,-1.2905328273773193,-1.4076718091964722,148.9107208251953,682975000,,,,2025-07-02T12:04:00.596Z,1751438040.596112
