timestamp,source,sequence,latitude,longitude,altitude_from_sealevel,relative_altitude,voltage,remaining_percent,north_m_s,east_m_s,down_m_s,temperature_degc,pressure_hpa,roll_deg,pitch_deg,yaw_deg,angular_velocity_forward_rad_s,angular_velocity_right_rad_s,angular_velocity_down_rad_s,linear_acceleration_forward_m_s2,linear_acceleration_right_m_s2,linear_acceleration_down_m_s2,magnetic_field_forward_gauss,magnetic_field_right_gauss,magnetic_field_down_gauss,system_time,unix_time,speed_m_s,direction_deg,airspeed_m_s
2025-07-18T09:51:12.268+00:00Z,position,1,19.113568,72.822856,33.45000076293945,24.96000099182129,,,,,,,,-0.37431129813194275,3.127108335494995,-45.224918365478516,,,,,,,,,,2025-07-18T15:21:12.268Z,1752832272,,,
2025-07-18T09:51:12.524+00:00Z,position,2,19.1135685,72.8228551,34.53000259399414,26.040000915527344,35.69300079345703,-1.0,0.20999999344348907,-0.32999998331069946,-4.360000133514404,34.779998779296875,1009.3329467773438,-0.27982738614082336,2.138685464859009,-45.65778350830078,,,,,,,,,,2025-07-18T15:21:12.524Z,1752832272,0.3911521267120088,302.4711927930683,4.378560543060303
2025-07-18T09:51:12.762+00:00Z,position,3,19.1135692,72.8228541,35.35000228881836,26.860000610351562,35.69300079345703,-1.0,0.25,-0.3799999952316284,-3.929999828338623,34.779998779296875,1009.3329467773438,-0.2941536009311676,1.6942116022109985,-45.8558235168457,,,,,,,,,,2025-07-18T15:21:12.762Z,1752832272,0.4548626126381873,303.3407076765973,3.9543559551239014
2025-07-18T09:51:13.003+00:00Z,position,4,19.1135704,72.8228525,35.96000289916992,27.470001220703125,35.638999938964844,-1.0,0.38999998569488525,-0.5299999713897705,-2.9600000381469727,34.779998779296875,1009.0703125,-0.22213014960289001,1.6249780654907227,-45.907684326171875,,,,,,,,,,2025-07-18T15:21:13.003Z,1752832273,0.6580273235323654,306.3474586821086,3.034825563430786
2025-07-18T09:51:13.270+00:00Z,position,5,19.1135721,72.8228503,36.400001525878906,27.910001754760742,35.638999938964844,-1.0,0.6299999952316284,-0.7599999904632568,-1.9199999570846558,34.779998779296875,1009.0703125,0.10102810710668564,1.4596078395843506,-45.90281677246094,,,,,,,,,,2025-07-18T15:21:13.270Z,1752832273,0.9871676552116172,309.6569443816032,2.1610772609710693
2025-07-18T09:51:13.502+00:00Z,position,6,19.1135743,72.8228476,36.900001525878906,28.410001754760742,35.61000061035156,-1.0,0.9099999666213989,-1.0499999523162842,-1.7799999713897705,34.779998779296875,1008.9288330078125,0.6678361892700195,0.5678130388259888,-45.90292739868164,,,,,,,,,,2025-07-18T15:21:13.502Z,1752832273,1.389460268994816,310.91438346767524,2.265505790710449
2025-07-18T09:51:13.772+00:00Z,position,7,19.1135779,72.8228436,37.5,29.01000213623047,35.61000061035156,-1.0,1.2400000095367432,-1.3700000047683716,-2.359999895095825,34.779998779296875,1008.8414916992188,1.2983962297439575,-0.725955605506897,-45.9500617980957,,,,,,,,,,2025-07-18T15:21:13.772Z,1752832273,1.8478365827952594,312.1485438292838,3.0016252994537354
2025-07-18T09:51:14.015+00:00Z,position,8,19.1135824,72.8228388,37.8900032043457,29.400001525878906,35.56700134277344,-1.0,1.7400000095367432,-1.809999942779541,-2.069999933242798,34.779998779296875,1008.8414916992188,1.473007321357727,-0.8716750144958496,-46.01552200317383,,,,,,,,,,2025-07-18T15:21:14.015Z,1752832274,2.5107169944160987,313.87037151702395,3.2588679790496826
2025-07-18T09:51:14.271+00:00Z,position,9,19.1135885,72.8228323,38.0,29.51000213623047,35.52799987792969,-1.0,2.2799999713897705,-2.309999942779541,-1.0399999618530273,34.779998779296875,1008.7168579101562,1.4304534196853638,-0.26664602756500244,-46.07494354248047,,,,,,,,,,2025-07-18T15:21:14.271Z,1752832274,3.2456893882777567,314.6255234633937,3.408750534057617
2025-07-18T09:51:14.522+00:00Z,position,10,19.1135956,72.8228249,37.92000198364258,29.430002212524414,35.52799987792969,-1.0,2.9099998474121094,-2.8999998569488525,0.09999999403953552,34.779998779296875,1008.7168579101562,1.1278233528137207,0.6082432866096497,-46.084442138671875,,,,,,,,,,2025-07-18T15:21:14.522Z,1752832274,4.108296274885961,315.0986156130965,4.112325668334961
