timestamp,source,sequence,latitude,longitude,altitude_from_sealevel,relative_altitude,voltage,remaining_percent,north_m_s,east_m_s,down_m_s,temperature_degc,pressure_hpa,roll_deg,pitch_deg,yaw_deg,angular_velocity_forward_rad_s,angular_velocity_right_rad_s,angular_velocity_down_rad_s,linear_acceleration_forward_m_s2,linear_acceleration_right_m_s2,linear_acceleration_down_m_s2,magnetic_field_forward_gauss,magnetic_field_right_gauss,magnetic_field_down_gauss,system_time,unix_time,speed_m_s,direction_deg,airspeed_m_s
2025-07-18T07:23:42.348+00:00Z,position,1,19.3482412,72.7732161,491.8800354003906,483.3800354003906,,,,,,,,0.20637336373329163,0.06727688014507294,-16.454349517822266,,,,,,,,,,2025-07-18T12:53:42.348Z,1752823422,,,
2025-07-18T07:23:42.683+00:00Z,position,2,19.3482853,72.7731957,491.85003662109375,483.35003662109375,12.300000190734863,-1.0,19.34000015258789,-8.4399995803833,0.1599999964237213,31.799999237060547,955.5196533203125,0.2911019027233124,0.08558051288127899,-16.480140686035156,,,,,,,,,,2025-07-18T12:53:42.683Z,1752823422,21.101402768986,336.42348508657886,29.16145896911621
2025-07-18T07:23:43.137+00:00Z,position,3,19.3483727,72.7731555,491.8200378417969,483.3200378417969,12.300000190734863,-1.0,19.35999870300293,-8.399999618530273,0.029999999329447746,31.799999237060547,955.542236328125,0.274352490901947,0.027403822168707848,-16.67862892150879,,,,,,,,,,2025-07-18T12:53:43.137Z,1752823423,21.10378030997252,336.5447347859515,29.071453094482422
2025-07-18T07:23:43.348+00:00Z,position,4,19.348415,72.7731361,491.8200378417969,483.3200378417969,12.300000190734863,-1.0,19.369998931884766,-8.380000114440918,0.009999999776482582,31.799999237060547,955.542236328125,0.15150462090969086,-0.024772698059678078,-16.80596923828125,,,,,,,,,,2025-07-18T12:53:43.348Z,1752823423,21.105005580175686,336.6053490954726,29.09836769104004
2025-07-18T07:23:43.648+00:00Z,position,5,19.3484597,72.7731156,491.8000183105469,483.3000183105469,12.302000999450684,-1.0,19.369998931884766,-8.380000114440918,0.029999999329447746,31.799999237060547,955.5509643554688,0.07814978808164597,-0.03924829512834549,-16.96227264404297,,,,,,,,,,2025-07-18T12:53:43.648Z,1752823423,21.105005580175686,336.6053490954726,29.147560119628906
2025-07-18T07:23:43.932+00:00Z,position,6,19.3485048,72.7730949,491.77001953125,483.27001953125,12.302000999450684,-1.0,19.369998931884766,-8.369999885559082,0.08999999612569809,31.799999237060547,955.557373046875,-0.03961433842778206,-0.025753440335392952,-17.102754592895508,,,,,,,,,,2025-07-18T12:53:43.932Z,1752823423,21.101036863279397,336.63027052299327,29.174667358398438
2025-07-18T07:23:44.223+00:00Z,position,7,19.3485458,72.773076,491.7500305175781,483.2500305175781,12.303000450134277,-1.0,19.35999870300293,-8.389999389648438,0.11999999731779099,31.799999237060547,955.557373046875,-0.14734973013401031,-0.018667971715331078,-17.13136100769043,,,,,,,,,,2025-07-18T12:53:44.223Z,1752823424,21.099801883870292,336.569646251349,29.19637107849121
2025-07-18T07:23:44.652+00:00Z,position,8,19.348633,72.7730354,491.7300109863281,483.2300109863281,12.301000595092773,-1.0,19.329999923706055,-8.5,0.029999999329447746,31.799999237060547,955.5462036132812,0.03402308002114296,0.03633401542901993,-16.70734214782715,,,,,,,,,,2025-07-18T12:53:44.652Z,1752823424,21.116318264566768,336.2634199469263,29.277957916259766
2025-07-18T07:23:44.866+00:00Z,position,9,19.348678,72.7730143,491.7500305175781,483.2500305175781,12.301000595092773,-1.0,19.329999923706055,-8.529999732971191,-0.07000000029802322,31.799999237060547,955.5709228515625,0.1902812272310257,0.011641626246273518,-16.467302322387695,,,,,,,,,,2025-07-18T12:53:44.866Z,1752823424,21.128411972861677,336.18894898893353,29.25115394592285
2025-07-18T07:23:45.109+00:00Z,position,10,19.3487202,72.7729947,491.7900085449219,483.2900085449219,12.301000595092773,-1.0,19.329999923706055,-8.519999504089355,-0.11999999731779099,31.799999237060547,955.5709228515625,0.31594568490982056,-0.05882823094725609,-16.356813430786133,,,,,,,,,,2025-07-18T12:53:45.109Z,1752823425,21.124376644061215,336.2137639546618,29.211143493652344
