timestamp,source,sequence,latitude,longitude,altitude_from_sealevel,relative_altitude,voltage,remaining_percent,north_m_s,east_m_s,down_m_s,temperature_degc,roll_deg,pitch_deg,yaw_deg,angular_velocity_forward_rad_s,angular_velocity_right_rad_s,angular_velocity_down_rad_s,linear_acceleration_forward_m_s2,linear_acceleration_right_m_s2,linear_acceleration_down_m_s2,magnetic_field_forward_gauss,magnetic_field_right_gauss,magnetic_field_down_gauss,system_time,unix_time,speed_m_s,direction_deg
2025-07-08T11:10:00.654Z,position,1,27.685701299999998,86.7273558,2805.77001953125,-0.3290000259876251,,,,,,,-0.8430969715118408,5.420028209686279,60.1143684387207,,,,,,,,,,,,,
2025-07-08T11:10:00.995Z,position,2,27.685701299999998,86.7273558,2805.77001953125,-0.15900000929832458,0.0,-1.0,0.0,0.0,0.0,,-0.8430039286613464,5.419726848602295,60.114463806152344,,,,,,,,,,,,,
2025-07-08T11:10:01.328Z,position,3,27.685701299999998,86.7273558,2805.77001953125,-0.09800000488758087,0.0,-1.0,0.0,0.0,0.0,,-0.8432486653327942,5.41928243637085,60.11442947387695,,,,,,,,,,,,,
2025-07-08T11:10:01.650Z,position,4,27.685701299999998,86.7273558,2805.77001953125,-0.18300001323223114,0.0,-1.0,0.0,0.0,0.0,,-0.8430968523025513,5.419137954711914,60.1143684387207,,,,,,,,,,,,,
2025-07-08T11:10:01.988Z,position,5,27.685701299999998,86.7273558,2805.77001953125,-0.3290000259876251,0.0,-1.0,0.0,0.0,0.0,,-0.8429965972900391,5.419497966766357,60.114105224609375,,,,,,,,,,,,,
2025-07-08T11:10:02.321Z,position,6,27.685701299999998,86.7273558,2805.77001953125,-0.055000003427267075,0.0,-1.0,0.0,0.0,0.0,,-0.8431475758552551,5.419388771057129,60.1142463684082,,,,,,,,,,,,,
2025-07-08T11:10:02.503Z,position,7,27.685701299999998,86.7273558,2805.77001953125,-0.0820000022649765,0.0,-1.0,0.0,0.0,0.0,,-0.8431931734085083,5.419946670532227,60.114105224609375,,,,,,,,,,,,,
2025-07-08T11:10:02.743Z,position,8,27.685701299999998,86.7273558,2805.77001953125,-0.09300000220537186,0.0,-1.0,0.0,0.0,0.0,,-0.8432762622833252,5.419710636138916,60.114540100097656,,,,,,,,,,,,,
2025-07-08T11:10:02.998Z,position,9,27.685701299999998,86.7273558,2805.77001953125,-0.14900000393390656,0.0,-1.0,0.0,0.0,0.0,,-0.8431364893913269,5.419449806213379,60.11396789550781,,,,,,,,,,,,,
2025-07-08T11:10:03.225Z,position,10,27.685701299999998,86.7273558,2805.77001953125,-0.14900000393390656,0.0,-1.0,0.0,0.0,0.0,,-0.8429023623466492,5.41945743560791,60.11414337158203,,,,,,,,,,,,,
2025-07-08T11:10:03.542Z,position,11,27.685701299999998,86.7273558,2805.77001953125,-0.359000027179718,0.0,-1.0,0.0,0.0,0.0,,-0.8428245186805725,5.419590473175049,60.11452102661133,,,,,,,,,,,,,
