timestamp,source,sequence,latitude,longitude,altitude_from_sealevel,relative_altitude,voltage,remaining_percent,angular_velocity_forward_rad_s,angular_velocity_right_rad_s,angular_velocity_down_rad_s,linear_acceleration_forward_m_s2,linear_acceleration_right_m_s2,linear_acceleration_down_m_s2,magnetic_field_forward_gauss,magnetic_field_right_gauss,magnetic_field_down_gauss,temperature_degc,roll_deg,pitch_deg,yaw_deg,timestamp_us,north_m_s,east_m_s,down_m_s,system_time,unix_time
2025-07-03T11:59:31.273Z,system_time,1,,,,,,,,,,,,,,,,,,,,,,,,2025-07-03T11:59:31.273Z,1751524171.273923
2025-07-03T11:59:31.324Z,system_time,2,,,,,,,,,,,,,,,,,,,,,,,,2025-07-03T11:59:31.324Z,1751524171.324893
2025-07-03T11:59:31.348Z,attitude,3,,,,,,,,,,,,,,,,,17.53226089477539,3.489241600036621,170.9810791015625,8963856000,,,,,
2025-07-03T11:59:31.350Z,global_position_int,4,-37.7679769,144.7758839,2341.610107421875,2209.010009765625,,,,,,,,,,,,,17.53226089477539,3.489241600036621,170.9810791015625,8963856000,,,,,
2025-07-03T11:59:31.350Z,velocity,5,,,,,,,,,,,,,,,,,17.53226089477539,3.489241600036621,170.9810791015625,8963856000,-27.309999465942383,4.509999752044678,0.0,,
2025-07-03T11:59:31.354Z,scaled_imu,6,,,,,,,-7.0,32.0,99.0,,,,-169.0,-247.0,-517.0,45.0,,,,,,,,,
2025-07-03T11:59:31.360Z,battery_status,7,,,,,44.358001708984375,99.0,-7.0,32.0,99.0,,,,-169.0,-247.0,-517.0,45.0,17.53226089477539,3.489241600036621,170.9810791015625,8963856000,,,,,
2025-07-03T11:59:31.376Z,system_time,8,,,,,,,-7.0,32.0,99.0,,,,-169.0,-247.0,-517.0,45.0,17.53226089477539,3.489241600036621,170.9810791015625,8963856000,,,,2025-07-03T11:59:31.376Z,1751524171.376043
2025-07-03T11:59:31.426Z,system_time,9,,,,,,,-7.0,32.0,99.0,,,,-169.0,-247.0,-517.0,45.0,17.53226089477539,3.489241600036621,170.9810791015625,8963856000,,,,2025-07-03T11:59:31.426Z,1751524171.426501
2025-07-03T11:59:31.477Z,system_time,10,,,,,,,-7.0,32.0,99.0,,,,-169.0,-247.0,-517.0,45.0,17.53226089477539,3.489241600036621,170.9810791015625,8963856000,,,,2025-07-03T11:59:31.477Z,1751524171.477296
2025-07-03T11:59:31.527Z,system_time,11,,,,,,,-7.0,32.0,99.0,,,,-169.0,-247.0,-517.0,45.0,17.53226089477539,3.489241600036621,170.9810791015625,8963856000,,,,2025-07-03T11:59:31.527Z,1751524171.527627
2025-07-03T11:59:31.565Z,attitude,12,,,,,,,,,,,,,,,,,17.54736328125,3.5013225078582764,172.4356231689453,8964097000,,,,,
2025-07-03T11:59:31.566Z,global_position_int,13,-37.7680362,144.77589509999999,2341.610107421875,2209.010009765625,,,-7.0,32.0,99.0,,,,-169.0,-247.0,-517.0,45.0,17.54736328125,3.5013225078582764,172.4356231689453,8964097000,,,,,
2025-07-03T11:59:31.566Z,velocity,14,,,,,,,-7.0,32.0,99.0,,,,-169.0,-247.0,-517.0,45.0,17.54736328125,3.5013225078582764,172.4356231689453,8964097000,-27.40999984741211,3.819999933242798,0.0,,
2025-07-03T11:59:31.576Z,scaled_imu,15,,,,,,,-4.0,33.0,100.0,,,,-171.0,-242.0,-519.0,45.0,,,,,,,,,
2025-07-03T11:59:31.577Z,system_time,16,,,,,,,-4.0,33.0,100.0,,,,-171.0,-242.0,-519.0,45.0,17.54736328125,3.5013225078582764,172.4356231689453,8964097000,,,,2025-07-03T11:59:31.577Z,1751524171.577896
2025-07-03T11:59:31.586Z,battery_status,17,,,,,44.358001708984375,99.0,-4.0,33.0,100.0,,,,-171.0,-242.0,-519.0,45.0,17.54736328125,3.5013225078582764,172.4356231689453,8964097000,,,,,
2025-07-03T11:59:31.628Z,system_time,18,,,,,,,-4.0,33.0,100.0,,,,-171.0,-242.0,-519.0,45.0,17.54736328125,3.5013225078582764,172.4356231689453,8964097000,,,,2025-07-03T11:59:31.628Z,1751524171.628243
2025-07-03T11:59:31.679Z,system_time,19,,,,,,,-4.0,33.0,100.0,,,,-171.0,-242.0,-519.0,45.0,17.54736328125,3.5013225078582764,172.4356231689453,8964097000,,,,2025-07-03T11:59:31.679Z,1751524171.679124
2025-07-03T11:59:31.729Z,system_time,20,,,,,,,-4.0,33.0,100.0,,,,-171.0,-242.0,-519.0,45.0,17.54736328125,3.5013225078582764,172.4356231689453,8964097000,,,,2025-07-03T11:59:31.729Z,1751524171.729415
2025-07-03T11:59:31.779Z,system_time,21,,,,,,,-4.0,33.0,100.0,,,,-171.0,-242.0,-519.0,45.0,17.54736328125,3.5013225078582764,172.4356231689453,8964097000,,,,2025-07-03T11:59:31.779Z,1751524171.779824
2025-07-03T11:59:31.814Z,attitude,22,,,,,,,,,,,,,,,,,17.549989700317383,3.534788131713867,173.97340393066406,8964350000,,,,,
